SMS_id,TEXT
448,"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training."
449,I love to give massages. I use lots of baby oil... What is your fave position?
450,Dude we should go sup again
451,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive
452,Gibbs unsold.mike hussey
453,I like to talk pa but am not able to. I dont know y.
454,Y dun cut too short leh. U dun like ah? She failed. She's quite sad.
455,You unbelievable faglord
456,Wife.how she knew the time of murder exactly
457,Why do you ask princess?
458,I am great princess! What are you thinking about me? :)
459,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you
460,It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.
461,Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;
462,"Superb Thought- ""Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today."":-)"
463,Hope you are having a good week. Just checking in
464,"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment."
465,"Thursday night? Yeah, sure thing, we'll work it out then"
466,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.
467,How is it possible to teach you. And where.
468,"I wonder if your phone battery went dead ? I had to tell you, I love you babe"
469,Lovely smell on this bus and it ain't tobacco... 
470,"We're all getting worried over here, derek and taylor have already assumed the worst"
471,Hey what's up charles sorry about the late reply.
472,I.ll give her once i have it. Plus she said grinule greet you whenever we speak
473,WHITE FUDGE OREOS ARE IN STORES
474,My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you
475,I am sorry it hurt you.
476,Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/
477,Ok lor but not too early. Me still having project meeting now.
478,"Call me da, i am waiting for your call."
479,I could ask carlos if we could get more if anybody else can chip in
480,Was actually about to send you a reminder today. Have a wonderful weekend
481,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL"
482,Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck? 
483,Dont talk to him ever ok its my word.
484,When u wana see it then
485,On ma way to school. Can you pls send me ashley's number
486,It shall be fine. I have avalarr now. Will hollalater
487,She went to attend another two rounds today..but still did't reach home..
488,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com
489,"K, wait chikku..il send aftr  &lt;#&gt; mins"
490,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.
491,K:)i will give my kvb acc details:)
492,Oh all have to come ah?
493,I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-)
494,Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go
495,So do you have samus shoulders yet
496,What time you think you'll have it? Need to know when I should be near campus
497,Then dun wear jeans lor...
498,"Since when, which side, any fever, any vomitin."
499,K:)k.are you in college?
500,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.
501,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:)
502,Theyre doing it to lots of places. Only hospitals and medical places are safe.
503,And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed
504,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones"
505,I cant wait to see you! How were the photos were useful? :)
506,Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging 
507,Chk in ur belovd ms dict
508,Is that what time you want me to come?
509,"Awesome, lemme know whenever you're around"
510,Shb b ok lor... Thanx...
511,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT"
512,Also remember to get dobby's bowl from your car
513,Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...
514,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
515,Welp apparently he retired
516,My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!
517,Where @
518,U sure u can't take any sick time?
519,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
520,Yo chad which gymnastics class do you wanna take? The site says Christians class is full..
521,Are you this much buzy
522,Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.
523,I am not sure about night menu. . . I know only about noon menu
524,What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.
525,Are you willing to go for aptitude class.
526,"It wont b until 2.15 as trying 2 sort house out, is that ok?"
527,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?"
528,"Haha awesome, omw back now then"
529,Yup i thk so until e shop closes lor.
530,what is your account number?
531,Eh u send wrongly lar...
532,Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya 
533,Ok i shall talk to him
534,Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing
535,Hey you can pay. With salary de. Only  &lt;#&gt; .
536,Another month. I need chocolate weed and alcohol.
537,If he started searching he will get job in few days.he have great potential and talent.
538,Reckon need to be in town by eightish to walk from * carpark.
539,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP
540,Yo guess what I just dropped
541,Carlos says he'll be at mu in  &lt;#&gt;  minutes
542,I'm in office now . I will call you  &lt;#&gt;  min:)
543,"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*"
544,"Yun ah.the ubi one say if ü wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.èn"
545,Ugh. Gotta drive back to sd from la. My butt is sore.
546,26th OF JULY
547,Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.
548,Up to ü... Ü wan come then come lor... But i din c any stripes skirt...
549,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...
550,"I can't, I don't have her number!"
551,Change again... It's e one next to escalator...
552,Yetunde i'm in class can you not run water on it to make it ok. Pls now.
553,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been? 
554,Then ü wait 4 me at bus stop aft ur lect lar. If i dun c ü then i go get my car then come back n pick ü.
555,"Aight will do, thanks again for comin out"
556,No..but heard abt tat..
557,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.
558,&lt;#&gt;  am I think? Should say on syllabus
559,Umma. Did she say anything
560,Give me a sec to think think about it
561,I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?
562,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; ."
563,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala"
564,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am
565,"I just got home babe, are you still awake ?"
566,I dunno they close oredi not... Ü v ma fan...
567,Just buy a pizza. Meat lovers or supreme. U get to pick.
568,"Ya, told..she was asking wats matter?"
569,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!"
570,Shall i send that exe to your mail id.
571,Nope watching tv at home... Not going out. V bored...
572,Don know..wait i will check it.
573,"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen"
574,We still on for tonight?
575,May i call You later Pls
576,Hasn't that been the pattern recently crap weekends?
577,I have a sore throat. It's scratches when I talk
578,Yes da. Any plm at ur office
579,Are you not around or just still asleep? :V
580,"Lol you forgot it eh ? Yes, I'll bring it in babe"
581,"Its good, we'll find a way"
582,Can not use foreign stamps in this country. Good lecture .
583,Yup bathe liao...
584,HAPPY NEW YEAR MY NO.1 MAN
585,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!"
586,ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG
587,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*"
588,"No my blankets are sufficient, thx"
589,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt"
590,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)"
591,They just talking thats it de. They wont any other.
592,Today am going to college so am not able to atten the class.
593,I'm in class. Will holla later
594,Easy ah?sen got selected means its good..
595,Mmm thats better now i got a roast down me! i’d b better if i had a few drinks down me 2! Good indian?
596,"Come round, it's . "
597,"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here.."""
598,I walked an hour 2 c u! doesn’t that show I care y wont u believe im serious?
599,Are you available for soiree on June 3rd?
600,Do u noe wat time e place dat sells 4d closes?
601,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished"
602,Jay's getting really impatient and belligerent
603,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.
604,I'm at work. Please call
605,Then u drive lor.
606,Ard 515 like dat. Y?
607,Tell me they're female :V how're you throwing in? We're deciding what all to get now
608,I'm working technical support :)voice process.networking field.
609,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.
610,Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.
611,"That's fine, I'll bitch at you about it later then"
612,No my mum went 2 dentist.
613,Once free call me sir. I am waiting for you.
614,Meeting u is my work. . . Tel me when shall i do my work tomorrow
615,Jus finish bathing...
616,"alright, I'll make sure the car is back tonight"
617,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.
618,Aight ill get on fb in a couple minutes
619,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.
620,Where can download clear movies. Dvd copies.
621,"Yep, by the pretty sculpture"
622,Convey my regards to him
623,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI
624,You tell what happen dont behave like this to me. Ok no need to say
625,Can u get pic msgs to your phone?
626,Send to someone else :-)
627,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
628,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..
629,"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)"
630,I don't think he has spatula hands!
631,You can never do NOTHING
632,Goodmorning today i am late for  &lt;DECIMAL&gt; min.
633,Please da call me any mistake from my side sorry da. Pls da goto doctor.
634,Where r we meeting?
635,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home."
636,Now only i reached home. . . I am very tired now. . I will come tomorro
637,Ryder unsold.now gibbs.
638,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.
639,NO GIFTS!! You trying to get me to throw myself off a cliff or something?
640,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.
641,You busy or can I come by at some point and figure out what we're doing tomorrow
642,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary"
643,Black shirt n blue jeans... I thk i c ü...
644,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.
645,on hen night. Going with a swing
646,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*"
647,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke
648,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-)
649,S s..first time..dhoni rocks...
650,Ok ill tell the company
651,"Awesome, think we can get an 8th at usf some time tonight?"
652,So that means you still think of teju
653,"No I'm good for the movie, is it ok if I leave in an hourish?"
654,No no:)this is kallis home ground.amla home town is durban:)
655,So lets make it saturday or monday as per convenience.
656,Hey... What time is your driving on fri? We go for evaluation on fri?
657,I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.
658,Cancel cheyyamo?and get some money back?
659,Ok.ok ok..then..whats ur todays plan
660,Good morning princess! How are you?
661,Aiyar sorry lor forgot 2 tell u...
662,Not tonight mate. Catching up on some sleep. This is my new number by the way. 
663,"Height of ""Oh shit....!!"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay,.;-):-D"
664,"So check your errors and if you had difficulties, do correction."
665,Howz pain?hope u r fine..
666,"Sorry, I'll call later"
667,Good morning princess! How are you?
668,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
669,U wake up already? Thanx 4 e tau sar piah it's quite nice.
670,K do I need a login or anything
671,LOL ... No just was busy
672,What * u wearing?
673,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
674,Oh:)as usual vijay film or its different?
675,Have you had a good day? Mine was really busy are you up to much tomorrow night?
676,And is there a way you can send shade's stuff to her. And she has been wonderful too.
677,Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(
678,Babe ? I lost you ... :-(
679,Ok... Help me ask if she's working tmr a not?
680,I'm not driving... Raining! Then i'll get caught at e mrt station lor.
681,Not a drop in the tank
682,(That said can you text him one more time?)
683,"Sorry, I'll call later"
684,Ok i go change also...
685,Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.
686,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up"
687,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee
688,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment
689,Hey! There's veggie pizza... :/
690,Yun buying... But school got offer 2000 plus only...
691,You sure your neighbors didnt pick it up
692,K. I will sent it again
693,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
694,Well. Im computerless. Time to make some oreo truffles
695,"Haha yeah I see that now, be there in a sec"
696,I am not having her number sir
697,Lol now I'm after that hot air balloon!
698,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow
699,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil
700,"Yeah, we can probably swing by once my roommate finishes up with his girl"
701,Happy new years melody!
702,Ü dun need to pick ur gf?
703,Just nw i came to hme da..
704,"I'm outside islands, head towards hard rock and you'll run into me"
705,To day class is there are no class.
706,I'm in chennai velachery:)
707,You flippin your shit yet?
708,Annoying isn't it.
709,"Goodmorning, Today i am late for  &lt;#&gt; min."
710,There's no point hangin on to mr not right if he's not makin u happy
711,All will come alive.better correct any good looking figure there itself..
712,In that case I guess I'll see you at campus lodge
713,We're done...
714,Ok... C ya...
715,What he said is not the matter. My mind saying some other matter is there.
716,He also knows about lunch menu only da. . I know
717,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx"
718,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;
719,Otherwise had part time job na-tuition..
720,I know she called me
721,"Me also da, i feel yesterday night  wait til 2day night dear."
722,Thanks for understanding. I've been trying to tell sura that.
723,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.
724,"Hi My name is Anjali Shinde.
Studying MSC big data Analaytics.

 
"
725,"Text Message
Today 4:22 pm

Hi My name is Anjali Shinde.
"
726,"iMessage
Thu 17 Feb, 3:08 pm
Today 7:32 pm
Hi omkar how are yo:

 

"
727," 
Hi My name is Anjali Shinde

studying MSc in big data analytics.
"
728,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's
729,"FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, £1.50 to rcv"
730,WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.
731,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030
732,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info"
733,"URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18"
734,Thanks for your subscription to Ringtone UK your mobile will be charged £5/month Please confirm by replying YES or NO. If you reply NO you will not be charged
735,07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow
736,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV
737,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! "
738,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589"
739,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
740,"Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!"
741,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!
742,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16"
743,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm
744,You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) 
745,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires
746,"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM"
747,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app
748,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone
749,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p
750,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again
751,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end"
752,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery
753,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
754,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468
755,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu"
756,URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only
757,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!
758,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk
759,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18"
760,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES"
761,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence
762,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597
763,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
764,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW
765,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698
766,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT
767,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.
768,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
769,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply
770,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE"
771,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468"
772,"Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week"
773,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906
774,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!
775,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.
776,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X
777,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
778,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL
779,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q="
780,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546
781,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994"
782,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX"
783,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt
784,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3x£150pw to e£nd txt stop"
785,100 dating service cal;l 09064012103 box334sk38ch
786,FREE entry into our £250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
787,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p
788,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p
789,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only
790,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX
791,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
792,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available"
793,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm
794,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p
795,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com"
796,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!"
797,+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm
798,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+"
799,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE
800,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz
801,"URGENT!: Your Mobile No. was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU"
802,"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X"
803,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750
